gene_id	gene_name	Nac_oxy_1	Nac_oxy_2	Nac_oxy_3	Nac_oxy_4	Nac_oxy_5	Nac_oxy_6	Nac_oxy_7	Nac_oxy_8	Nac_Sal_1	Nac_Sal_2	Nac_Sal_3	Nac_Sal_4	Nac_Sal_5	Nac_Sal_6	Nac_Sal_7	Nac_Sal_8
ENSMUSG00000040466	Blvrb	10	59	53	34	30	81	28	41	61	15	4	83	24	45	10	30
ENSMUSG00000040467	4921522P10Rik	0	0	0	2	0	0	0	0	0	0	7	0	0	0	3	0
ENSMUSG00000040471	Ggt6	0	0	4	0	1	0	0	2	0	2	0	2	1	2	1	0
ENSMUSG00000040472	Rabggta	62	354	310	194	140	309	200	227	403.999	180	26	503	218	459	37	345
ENSMUSG00000040473	Cfap69	57.001	171	213.999	150.999	136.999	186	151.999	230	171	221.001	27	225.001	153	292	45	166
ENSMUSG00000040478	Prdm13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040479	Dgkz	457	1334.001	1594	883.999	673	1318.001	918	1621.001	1594.999	680	180	1953.999	1182.001	1639	315.001	1432.001
ENSMUSG00000040481	Bptf	776.878	1714	1999.001	1725.001	1164.001	1825	1667	1591	1962.001	1442.999	286.431	2279.999	1628.626	2769	367.999	1783.999
ENSMUSG00000040482	Dxo	16	105.999	101	58	35	61	70.999	70	94	67	12	192	75.001	162	22.999	93
ENSMUSG00000040483	Xaf1	19	34	38.001	39	27	44	33	48	24	14	9	42	30	76.999	3	23
ENSMUSG00000040485	Lrrc52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040488	Ltbp4	108	168	126	181	144	137.999	205	143	85	258.999	22	155	237	356	47	158
ENSMUSG00000040489	Sox30	0	2	3	0	1	0	0	0	3	0	0	3	0	13	0	0
ENSMUSG00000040490	Lrfn2	35	129	144	85	84	140	73	96	123	98	15	186	120	230	24	115
ENSMUSG00000040495	Chrm4	66	494	422	227	136	270	277	221	506	98	49	582	236	258	27	358
ENSMUSG00000040498	Igsf23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040502	March9	60	202	179	119	108	129	114	131	175	90	23	263	90	266	25	155
ENSMUSG00000040505	Abcg5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000040506	Ambra1	209	855	904	672	416	741	644	749	974	541	116	1193	646	1336.001	130	832
ENSMUSG00000040511	Pvr	18.999	77.001	100.999	51	29	70	56.999	95.001	113	44.999	9	100	64	88	15	88.001
ENSMUSG00000040514	4921511H03Rik	0	0	1	0	0	0	0	0	0	0	4	0	0	0	3	0
ENSMUSG00000040520	Manea	104	392	636	410	295	499	334	477	619	280	93	781	333	598	93	493
ENSMUSG00000040521	Tsfm	20	120.999	83	65	61	74	51.001	148.001	120	103	17	159	59.999	160	26	95
ENSMUSG00000040522	Tlr8	1	0	0	0	1	0	2	3	1	0	0	4	0	0	1	0
ENSMUSG00000040524	Zfp609	186	559	372	438	411	496	565	332	491	428	67	691	507	837	165	517
ENSMUSG00000040525	Cblc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040528	Milr1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0
ENSMUSG00000040532	Abhd11	38	166	129.999	80	82	112.999	73	113	142	76.001	23	208	82.001	182.001	23.832	99
ENSMUSG00000040533	Matn1	6	3	1	2	0	6	0	3	2	1	0	5	5	5	0	5
ENSMUSG00000040536	Necab1	382	1238	1658	1356	907	1520	936	1336	1765	626	172.421	2143.999	999	1419	271.129	1313
ENSMUSG00000040537	Adam22	1110	3568	4667.999	3430	2635	4105	3293.001	4464.999	5051	2930	648	5747	3003	5590	1019	3527.999
ENSMUSG00000040540	Gm9770	0	2.445	4.307	8.608	3.207	1.077	3.268	5.531	3.351	2.153	2.334	1.091	2.26	4.429	0	2.263
ENSMUSG00000040541	Tmem225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040543	Pitpnm3	189	453.001	477.001	379.001	364	408	620.999	546	427	386	54	655.999	599.999	745	124	466
ENSMUSG00000040548	Tex2	253	1052	1219	837	657	1372	853.001	1105	1538	841	170.99	1980	758.999	2107.999	173	1218
ENSMUSG00000040549	Ckap5	546.001	2468.172	3094	2028	1549	2471.001	1923.101	2762	3383.999	1723.001	414	3942	1881.001	4015	574.001	2670
ENSMUSG00000040550	Otud6b	149	625.939	841	548.996	455	778	496	758	927	443.957	92	1177.989	367	950.914	167	635
ENSMUSG00000040552	C3ar1	3	22	15	20	7	28	17	19	52	7	1	18	18	13	4	27
ENSMUSG00000040554	Aipl1	0	0	1	0	2	0	2	0	0	6	0	0	0	0	0	0
ENSMUSG00000040557	Wbscr27	8	24	20	13	8	17	8	14	28.999	5	6	35	17	31	2	27.001
ENSMUSG00000040560	Wdr7	705	2891	3381	2293	1732	3062	2127	3173	3482	1881	379	4403	1946	4484	565	3060
ENSMUSG00000040562	Gstm2	0	8	5	3	3	5	14	3	8	20.084	2	10	5	8	3	18
ENSMUSG00000040563	Lppr2	190	636	509	413	389	562	393	494	508	443	43	715	504	1061	145	584
ENSMUSG00000040564	Apoc1	1	14	3	3	4	20	2	1	8	7	0	10	3	20	3	4
ENSMUSG00000040565	Btaf1	225	895	1147	715	578	846	721	1276	1142	461	125	1508	589	1025	221	1054
ENSMUSG00000040569	Slc26a7	6	3	3	4	10	7	30	15	4	5	0	4	8	8	2	6
ENSMUSG00000040570	Rundc3b	114	650	817	517	371	709	406	672	819	422	107	1032	380	1067	137	782
ENSMUSG00000040576	Wbscr28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040583	Cyp2b13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040584	Abcb1a	64.872	304.363	302.233	284.031	183.544	316.701	308.02	346.627	367.944	213.541	62	496.113	185.737	510.506	65.703	381.107
ENSMUSG00000040586	Ofd1	49	181	220	138	91	128	142	148	236	139	16	260	123	215	30.428	169
ENSMUSG00000040591	1110051M20Rik	126.001	682.001	680	477	315.001	586	348	629	717	368.999	84.074	958	375	1013.001	141.32	612.999
ENSMUSG00000040592	Cd79b	0	2	3	0	2	0	1	3	3	0	0	2	0	8	0	4
ENSMUSG00000040594	Ranbp17	68.999	270.001	332	237	134	218	230.001	228.001	228	157	21	301.999	217.001	278	38	168.999
ENSMUSG00000040596	Pogk	218	994	1040.001	952.999	640.999	1098	914.999	1216	1080	772.001	165	1473	820	1760.999	191.68	889.999
ENSMUSG00000040599	Mis12	35	178	199	147	125	192	142	218	221	101	35	263	120	334	43.182	185.999
ENSMUSG00000040600	Eps8l3	0	0	0	0	0	0	0	1	0	2	0.834	0	0	0	2.508	3
ENSMUSG00000040601	Nlrp4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040605	Bace2	4	31	43	22	19	32	23	24	24	10	1	43	22	43	2	31
ENSMUSG00000040606	Kazn	327	1238.999	1289	1195.999	831	1576.999	1276.999	1140.001	1434	791	176.999	1924.999	1085	1567.001	181	1415
ENSMUSG00000040610	Tlx3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040612	Ildr2	403	1209.001	1263	1092.999	743	1231	861	1573.999	1185	907	195.567	1718	967	2292	256.212	1485
ENSMUSG00000040613	Apobec1	1	9	4	15	5	9	10	4	5	14	0	19	8	13	0	10
ENSMUSG00000040614	Nlrp9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040616	Tmem51	7	15	26	17	11	52	21	30	20	34	3	40	17	55	2	10
ENSMUSG00000040618	Pck2	40	126	126	88	65	129	76	166	142	92	19	198	73	288	18	160
ENSMUSG00000040620	Dhx33	120	473	469.001	316	247	384.001	373	536.999	437	321	45	730	350	725	91	412
ENSMUSG00000040621	Gemin8	21	85.951	58	60	31	68	51	74	74	45	26	126	51	130	11	71
ENSMUSG00000040624	Plekhg1	79	208	262	230	147	383	303	228	287.999	269	31	302.001	228	468	37	172
ENSMUSG00000040627	Aicda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040629	Mael	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000040631	Dok4	40	190	201	124	115	174	131	164	239	109	34.025	324	108	248	30.068	226
ENSMUSG00000040632	Nrl	0	0	3	2	0	0	0	0	2	0	1	2	0	7	1	0
ENSMUSG00000040640	Erc2	610	2368	2605	1718	1303	2251	1856	3023	2648	1284	337	3250	1563	2528	602	2399
ENSMUSG00000040648	Ppip5k2	168	627.001	820.999	615.999	423	577	669.999	680.999	825	490.999	93	953	508	973.999	133	541.001
ENSMUSG00000040649	Rimklb	139.001	372	459	405	285	347	297	355.001	491	404	79	551.999	315	700	64	374.001
ENSMUSG00000040650	Cyp2b23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040651	Fam208a	298	1258	1624	1273	876	1554	1156	1237	1529	923	183	1914	894	1792	283.439	1075
ENSMUSG00000040652	Oaz2	213	1040.986	1142.986	766.935	581	1399.996	710.985	1084.976	1265.001	650.98	126	1807.941	634.945	2010.987	168.983	1422.979
ENSMUSG00000040653	Ppp1r14c	22	45	54	40	33	72	33	74	57	49	0	69	30	158	19	35
ENSMUSG00000040657	1700063H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040658	Dnph1	2	21	28	16	4	7	9	5	11	9	0	27	10	30	3	34
ENSMUSG00000040659	Efhd2	90.72	306	339	229	278	478.216	212	369	465	228	83.726	627	322.284	880	97	490
ENSMUSG00000040660	Cyp2b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040661	Rad54l2	93	417	384	391	198	355	356	404	451	310	39	557	347	684	59	372
ENSMUSG00000040663	Clcf1	2	6	2	4	4	4	5	0	0	0	3	9	5	2	1	9
ENSMUSG00000040666	Sh3bgr	0	1	1	1	1	12	1	0	0	1	1	10	4	2	1	8
ENSMUSG00000040667	Nup88	147.001	763.001	944.998	589.001	386.999	721	530.999	790	809	459	124.999	1083.999	437.999	1074.998	164.001	769.998
ENSMUSG00000040669	Phc1	119.001	291.999	364.001	320	153	267	253	276.001	277	266	13	360.999	349.999	517.999	76	265
ENSMUSG00000040675	Mthfd1l	25	169	190	88	76	113	109	154	142	96	5	184	85	210	20	125
ENSMUSG00000040680	Kremen2	1	13	16	10	7	12	14	31	13	10	7	21	11	27	0	15
ENSMUSG00000040681	Hmgn1	85	641.963	641	439	345	568	435.001	525.848	719	398.943	69	1101.955	330	900.917	99	614.962
ENSMUSG00000040687	Madd	477.999	1360	1210.999	1064.001	855.002	1158.001	1301.999	1355	1682	1054	193	2452.999	1373.998	2348.999	286.001	1730.001
ENSMUSG00000040688	Tbl3	67.001	298	344.999	186.999	126.999	256	154	271.001	319	145	28.039	410.001	153	360	39	206
ENSMUSG00000040690	Col16a1	25	109	95	61	106	87.001	96	78	95.999	97	28	188.001	87	359.999	17.999	156.001
ENSMUSG00000040693	Slco4c1	13	40	48	21	26	33	29	28	79	8	7	69	28	36	13	48
ENSMUSG00000040694	Apobec2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000040697	Dnajc16	175	723	727	537	336	696	531	728	837	486	66	1139	487	1088	109	682
ENSMUSG00000040699	Limd2	89	476	514	268	198.999	471	298	448	508.999	249	59	644	243	495.001	100	448
ENSMUSG00000040701	Ap1g2	12.999	50	46	34	16	22.001	34.001	44	58	28	11.456	48	41.001	58.999	10.665	47.999
ENSMUSG00000040703	Cyp2s1	6	37	37	17.999	16	48.999	18	31	74.999	12	9	74	18	35	2	46
ENSMUSG00000040705	A930016O22Rik	0	3	0	0	0	0	3	1	0	0	0	4	2	0	2	0
ENSMUSG00000040706	Agmat	0	7	4	0	0	0	4	0	0	0	0	1	1	0	0	1
ENSMUSG00000040710	St8sia4	93	320	470	401.001	235	418	324.001	356.001	286	297	59.999	452	242	432	57.999	267
ENSMUSG00000040711	Sh3pxd2b	45	144	124	114	104	89	119	130	118	134	10	156	133	235	28	125
ENSMUSG00000040712	Camta2	223.001	607	431	507	349	423	531.999	480.999	550	424	70	734.999	696	722	149	634
ENSMUSG00000040713	Creg1	37	199	204	115	118	252	150	212	234	161	29	312	123	273	52	205
ENSMUSG00000040714	Klc3	6	21	38	21	11	44	18	25	40	16	4.108	51	17.999	24	3.89	42
ENSMUSG00000040715	Rsc1a1	38.779	55.328	92.619	44.328	0	80.636	72.254	97.762	69.697	0	0	43.111	108.978	78.194	14.929	95.319
ENSMUSG00000040717	Il17rd	15	47	57	52	21	53	42	43	59	69	7	70	41	109	10	59
ENSMUSG00000040720	1110037F02Rik	198	860	1087	655	521	914	692	845	986	535	108.922	1304	587	1281	143	911
ENSMUSG00000040721	Zfhx2	240	415	337	460	346	224	697	268	262	374	67.705	386	743	385	141.041	301.001
ENSMUSG00000040722	Scamp5	495	2177	2828	1664	1196	2823	1503	2387	2803	1456	370	3506	1559	3611	422	2455
ENSMUSG00000040723	Rcsd1	9	43	52	34	33	46	63	64	68	22	16	90	42	58	6	46
ENSMUSG00000040724	Kcna2	702	1753	2097.001	1783.999	1103	2376.999	1833	2886	2754	1228	342	2776	2115	2134	368	1901
ENSMUSG00000040725	Hnrnpul1	226	967	1053	737	547	1269	676	797	1116	646	133	1548	621	1583	161	1062
ENSMUSG00000040726	Hesx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040728	Esrp1	0	0	3	0	1	7	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000040729	Cep126	65	221	330	175	152	255	257	244	400	118	63	426	192	283	46	260
ENSMUSG00000040731	Eif4h	572	2692.001	2775	2075	1518	2581	1846	2645	3278	1857	370	3755	1778.001	4265	449	2818.999
ENSMUSG00000040732	Erg	15	16	18	25	20	21	11	15	23	19	7	57	26	51	1	40
ENSMUSG00000040734	Ppp1r13l	4	4	11	3	5	7	14	7	19	2	0	8	14	8	2	10
ENSMUSG00000040738	Ints8	102	344.999	384	293	257	403.999	277	313.001	333	322.001	32	542.999	285	571	67.278	322
ENSMUSG00000040740	Slc25a34	14	150	194	102	40	112	70	151	152	75	13	166	59	193	18	154
ENSMUSG00000040746	Rnf167	101	550	592	375	307	642	390	605	607.999	360.999	65.999	780	343.001	949	108	543.001
ENSMUSG00000040747	Cd53	15	46	66	53	33	96	48	38	81	44	13	96	37	76	28	54
ENSMUSG00000040749	Siah1b	7	80.886	48	40.242	30.373	57.23	30.145	44.608	56	28.71	16	79.88	39.94	82.168	8.202	46.165
ENSMUSG00000040751	Lat2	7	17	5	12	12	12	14	8	28	19	0	18	14	37	2.079	27
ENSMUSG00000040752	Myh6	0	1.072	0	0	0	0	0	0	0	0	1.122	0	0	2.174	0	0
ENSMUSG00000040759	Cmtm5	65	330	279	200	132	273	183	261	336	118	20	355	164	397	54	250
ENSMUSG00000040760	Appl1	310	1252	1345.999	1159	806	1428	1119.999	1476	1451	937.001	175	1828	891	1856.999	331.999	1231
ENSMUSG00000040761	Spen	293.991	768	648	890.001	612	469	967	559	535.999	524.962	84	650.999	854.874	770	169	486
ENSMUSG00000040767	Snrnp25	11	66	53	34	27	60	40	52	60	38	1	85	31	91	13.001	45
ENSMUSG00000040770	Il25	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000040771	Oard1	8	67	72	71	40	92	77	116	69	54	14	150	40	142	32	74
ENSMUSG00000040774	Cept1	82.999	442	564	299.001	197	452	289.999	450	464	212.001	57	647	256	533.001	128.913	378.001
ENSMUSG00000040775	Gm9772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040782	Rfwd2	241.796	750.908	984.396	642.186	518.312	800.23	598.232	795.308	857.636	486.543	111.719	1059.74	644.093	958.637	176.725	723.917
ENSMUSG00000040785	Ttc3	2885.002	11376	13710.001	9971.002	7947.999	13231.001	8783	13229	14921.001	9419.999	1732	18364.998	8384.002	21799.999	3331.289	12108
ENSMUSG00000040794	C1qtnf4	247	978	939	544	369	927	429	722	970	384	72	1316	630	1074	142	863
ENSMUSG00000040795	Iqcc	53	157	153.999	116	74.001	136	97.001	151	124.999	140	36	213	101	230.001	26	189
ENSMUSG00000040797	Iqsec3	263	813.001	811	837	615.001	987.999	575	765	770.999	757	99	1200.001	905	1609	175	929
ENSMUSG00000040808	S100g	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040809	Chil3	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1
ENSMUSG00000040811	Eml2	163	1035	762.999	607	656	1038	657.001	783.002	1215	622	154	1650.999	676.001	1811.002	165	969
ENSMUSG00000040812	Agbl2	16	106.001	94.001	79	33	49	69	94	44	47	10	80	79	69	9	80.001
ENSMUSG00000040813	Tex264	65.001	366	452	289	194	411.001	235	322	440	196.001	59	534	229	527.001	70	381
ENSMUSG00000040818	Dennd6a	114	426	508	388	259	421	331	396	425	210	67	605	331	507	70	327
ENSMUSG00000040820	Hlcs	46	178	174	138	98	190	162	118	221	131	14	247	148	298	37	179
ENSMUSG00000040822	1700123O20Rik	17	86	81	53	46	87	43	80	97	36	6	104	49	117	8.04	52
ENSMUSG00000040824	Snrpd2	58	298	433	192	104	228	162	301	247	178	44	415	158	467	46	269
ENSMUSG00000040828	Catsperd	2	8	2	3	4	2	10	4	9	0	0	6	5	6	1	4
ENSMUSG00000040829	Zmynd15	0	0	1	2	1	0	2	4	0	0	0	2	1	0	0	1
ENSMUSG00000040836	Gpr161	28	179	177	136	119	146	86	152	188	144	19	240	85	355	36	159
ENSMUSG00000040838	Gm11639	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	2
ENSMUSG00000040840	4930579G18Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2.054	0
ENSMUSG00000040841	Six5	0	16	18	13	9	13	16	9	10	6	3	17	8	22	4	20
ENSMUSG00000040842	Szrd1	48	269	306	204	152	264	166	242	360	188	47	449.001	111	545.001	57.971	284.001
ENSMUSG00000040843	Tiprl	90.999	337.001	361.001	219	184	309	196.001	365	435	242	39	480.001	244.999	463.001	84	332.999
ENSMUSG00000040848	Sft2d2	89	508	553	400	278	541	429	444	533	306	76	771	350	732	68	418
ENSMUSG00000040850	Psme4	265	937	1170	832	540	839	851	1031.999	948	619	98	1189.001	723	1135	204	766.999
ENSMUSG00000040852	Plekhh2	76	114	125	142	94	139	145	147	164	140	12	161	141	252	29	117
ENSMUSG00000040855	Reps2	785	2695.001	3158	2757	1635	2690	2501.999	3126	3319	1561.001	408.001	4929.999	2465.999	3371	554	2994
ENSMUSG00000040856	Dlk1	365	358.999	337	540	370	240.001	413	334	158	671	24	201	681	768.998	81	277
ENSMUSG00000040857	Erf	86	420	469	246	174	400	326	324	424	220	50	592	234	563	59	391
ENSMUSG00000040859	Bsdc1	109	537	637	379	300.001	602	321.001	517.001	653	368	72	861	309.999	984	78	564
ENSMUSG00000040860	Crocc	214.001	761.001	635.999	586.999	559	637.999	858.999	581	1005	716	139.001	1501	808.001	1629.999	143.001	1297
ENSMUSG00000040865	Ino80d	293	863	960	865	519	915.999	924.999	891	1066.999	595.999	103	909	832.001	879.001	145.048	705
ENSMUSG00000040866	Rsph6a	0	3	1	1	2	0	1	2	0	1	0	5	2	0	2	3
ENSMUSG00000040867	Begain	206	588.999	690	580	382.083	658.001	439	521.001	627	523	89.746	902	624	1242	126.549	829
ENSMUSG00000040875	Osbpl10	44.001	163.999	189	104.999	103.999	136	123.999	177	205	123	42	271	145.001	279	37	210
ENSMUSG00000040877	Wdr25	19	72	97	56	43	113	63	90	91	80	6	124	55	157	10	80
ENSMUSG00000040883	Tmem205	19	133	118	73	47	130	68	139	93	71	12	163	83	157	20	138
ENSMUSG00000040888	Gfer	27	132	103	74	65	105	50	124	109	71	22.719	174	69	174	16.587	89
ENSMUSG00000040891	Foxa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040896	Kcnd3	260	753	874.001	774	428	845	506	1037.995	1006	818.935	101	1138	637.156	1399.999	180	693
ENSMUSG00000040899	Ccr6	0	0	0	3	0	2	1	0	0	0	0	1	3	0	0	0
ENSMUSG00000040901	Kcnk18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040904	Gm21988	6.039	13.679	1.729	21.587	9.545	39.578	27.775	9.169	44.763	1.979	0	49.431	28.918	49.276	0	47.358
ENSMUSG00000040907	Atp1a3	3713.999	7079.999	5865	7285.999	6215	6323.999	7126	6599	8729	5451	836	9490	10127	9863	2273.999	6679
ENSMUSG00000040913	Fbxw4	44	201	199	133	104	203	145.999	141	187	138	24.531	264	137	267	24.164	222
ENSMUSG00000040918	Slc19a2	47	150	220	128	108	186	113	156	189	133	28	288	117	265	33	164
ENSMUSG00000040919	4930505A04Rik	1	5	3	6	0	2	5	5	8	3	0	4	3	11	1	4
ENSMUSG00000040928	S100pbp	244.999	974.999	1087	783	498.999	950.001	845.999	786.999	1261	526	124	1424	813	1035	127.999	891.999
ENSMUSG00000040929	Rfx3	421	1530.999	1931	1512	878	1580	1416	1670	1513	1047	164	1661.001	1258	1900.998	262	1134
ENSMUSG00000040935	Padi6	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	2
ENSMUSG00000040936	Ulk4	63	264.999	238	212	147	189	232	207.999	212	194.001	29.035	242.001	226.001	328.001	58.132	218
ENSMUSG00000040938	Slc16a11	25	194	142	90	76.001	186.001	90.001	87	143	138	22	201	65	362	36	174.999
ENSMUSG00000040940	Arhgef1	85.999	194.999	170	198.998	112.999	207.001	195.999	155	223	189.001	28	289	259	391.999	56	245.999
ENSMUSG00000040943	Tet2	319	1192.999	1495.002	1196	667	1103.001	1227.001	1019	1158.001	834.998	124.999	1281	1031	1248.002	157.001	855.001
ENSMUSG00000040945	Rcc2	169	778	714	546	387	712	508	711	887	512	79	1277	466	1178	106	904
ENSMUSG00000040950	Mgl2	0	0	1	1	0	3	9	1	5	0	0	2	0	0	1	6
ENSMUSG00000040952	Rps19	310.846	1854.624	1626.657	1090.466	748.291	1442.494	1061.002	1634.123	1394.329	914.379	169.954	2182.171	893.899	2529.053	290.885	1589.327
ENSMUSG00000040957	Cables1	61	211	258	149	129	152	119	249	193	185	11	284	139	390	38	182
ENSMUSG00000040963	Asgr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040964	Arhgef10l	78	416	491	368.999	259	501.001	274	418	492	257	72	722.999	328	739	70	456.999
ENSMUSG00000040966	Slc22a2	0	0	0	0	0	0	2	0	0	3	0	1	0	2	0	15
ENSMUSG00000040969	Arhgef38	2	3	7	3	3	0	0	6	9	3	0	2	0	2	1	0
ENSMUSG00000040972	Igsf21	35	133	101	91	77	164	117	146	192	62	41	227	152	151	22	173
ENSMUSG00000040978	Gm11992	2	12	10	5	7	16	4	9	7	16	0	9	2	26	3	7
ENSMUSG00000040985	Sun3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040987	Mill2	8	3	7	6	4	1	2	4	7	1	1	6	6	0	0	11
ENSMUSG00000040990	Sh3kbp1	152.001	706	838	596.999	472	945	609	745	852.001	561	98	1188	500.999	1125	152	835
ENSMUSG00000040997	Abhd4	123	512.001	517	347	252	559	357	504	613	354	42.999	712	296	910	108	486
ENSMUSG00000040998	Npnt	21	23	30	22	12	37	33	57	23	27	1	23	26	42	18	22
ENSMUSG00000041000	Trim62	75	249	213	238	126	161	148	174	242	145	26	268	229	367	22	250
ENSMUSG00000041009	Iqcf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041012	Cmtm8	3	2	2	11	2	7	3	3	2	3	0	6	4	1	0	0
ENSMUSG00000041014	Nrg3	141.369	224	265.999	323.001	187.001	345.001	268	438	261	251.048	44.001	319	356	308.999	84	139
ENSMUSG00000041020	Map7d2	253.43	572.555	648.001	492.999	467.632	912	495	743	1110	621.516	145.718	1282	481.593	1496	175	1007
ENSMUSG00000041025	Iffo2	41	187	187	160	91	204	145	160	254	91	20	295	147	287.688	30	205
ENSMUSG00000041028	Ghitm	584	2694	3326	2201	1609	3033	2172	2942	3653	1510	350	4974	1895	3540	678	3059
ENSMUSG00000041035	Dpcd	38	191	111	144	110	176	123	148	219	118	19.469	284	97	391	43.836	167
ENSMUSG00000041037	Irgq	271	681	740	648	455	717	573	909	800	512	97	1193	573	1202	113	768
ENSMUSG00000041040	Fam117b	304.39	960	1085	848	682	879.162	860	922	989	669	116.915	1270	746.267	1388	188.708	858
ENSMUSG00000041044	Lrit1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041046	Ramp3	2	38	47	46	15	50	19	47	18	11	6	60	28	118	6	47
ENSMUSG00000041052	Slc7a13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041057	Wdr43	31	357	380	249	209	413	229	315	510	234	89	502	189	596	66	383
ENSMUSG00000041058	Wwp1	187	560.93	833	526	326	787	545	750.899	807.931	480.654	99	892	486.85	877	172	493
ENSMUSG00000041062	Mslnl	0	1	0	0	0	1	3	0	0	0	0	1	1	0	1	0
ENSMUSG00000041064	Pif1	1	5	3	5	0	9	1	0	12	0	0	7	3	4	1	0
ENSMUSG00000041068	4930596D02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041073	Nacad	117	369	318	285	176	379.001	318	363	408	248.001	34	630	324	756	67	415
ENSMUSG00000041075	Fzd7	21	58	94	55	48	73	67	68	50	70	16	99	44	108	6	79
ENSMUSG00000041078	Grid1	325	1014	1055	939	587	883	791	940	1128	762	137	1415	856	1708	131	1209
ENSMUSG00000041079	Rwdd2b	19	87	87	55	30	68	44	108	73	20	11	98	45	95	27	94
ENSMUSG00000041084	Ostc	52	263	299	174	148	262	124	233	211	146	37	303	123	354	62	214
ENSMUSG00000041096	Tspyl2	134	999	1110.999	654	592	1184	554	823.999	1219	832	144	1488.999	492	2129	134.001	1107
ENSMUSG00000041112	Elmo1	308	1104	1302	1038	645	1163	1093	904	1435	716	124	1360	971	1415	244.001	1024
ENSMUSG00000041115	Iqsec2	359	639	687	780	571	558	926	587	737	510	68	740	1118	724	186	565
ENSMUSG00000041117	Ccdc8	4	26	14	27	23	37	25	15	36	7	14	42	19	43	10	30
ENSMUSG00000041119	Pde9a	37	265	220	133.999	122.001	189	118	152	286	155	26	300.999	132	271	23	226
ENSMUSG00000041120	Nbl1	23	85	87	38	45	84	84	74	105	68	21	77	66	143	17	116
ENSMUSG00000041124	Msantd4	111	562	663	464	364	708	337	596	654	360	62	922	312	892	147	638
ENSMUSG00000041126	H2afv	53	267	248	168	122	259	149	181	258	107	39	407	151	333	38	243
ENSMUSG00000041130	Zfp598	89	256	375	161	151	342	224	268	361	208	47	409	230	411	33	312
ENSMUSG00000041132	N4bp2l1	80.016	298.999	315.001	247	159	190	197	234	238	287	29	310	161.001	542	53	238
ENSMUSG00000041133	Smc1a	104	645	675.999	456.999	419.999	942	431	656	1197	447	71	1304	384.001	1355	193	913.999
ENSMUSG00000041134	Cyyr1	28	27	57	91	53	34	69	36	56	58.087	7	39	76	41	15	36
ENSMUSG00000041135	Ripk2	11	100	63	62	46	84	77	76	52	30	11	113	60	130	13	83
ENSMUSG00000041138	Nme8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000041141	Pnmal1	139	883	781	732	539	906	577	907	954	702	117	1369	539	1935	196	1001
ENSMUSG00000041143	Tmco4	6	30	36	29	13	52	22	29	60	10	4	43	28	46	5	25
