task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
83	c2/8bc151	15610617	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (Nac_oxy_8)	COMPLETED	0	2025-09-30 22:21:27.176	2m 43s	2m 26s	70.6%	10.1 MB	13.9 MB	4.8 GB	150.3 MB
84	01/637725	15610627	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (Nac_Sal_6)	COMPLETED	0	2025-09-30 22:22:23.205	3m 15s	3m 8s	67.2%	10.7 MB	14.4 MB	6.2 GB	166 MB
54	54/3a34d0	15610389	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_INDEX (genome.transcripts.fa)	COMPLETED	0	2025-09-30 22:02:26.315	36m 2s	35m 21s	477.9%	16.3 GB	35.6 GB	55.4 GB	32.1 GB
89	77/c7d07e	15610773	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_6)	COMPLETED	0	2025-09-30 22:38:30.254	58.4s	51s	222.5%	15 GB	18.9 GB	14.4 GB	471.6 KB
87	2d/c8bb75	15610774	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_4)	COMPLETED	0	2025-09-30 22:38:30.930	1m 16s	48s	229.4%	14.9 GB	19 GB	14.4 GB	474.2 KB
95	0d/0fad92	15610776	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_5)	COMPLETED	0	2025-09-30 22:38:32.378	1m 39s	1m 13s	162.4%	14.9 GB	18.9 GB	14.4 GB	463.3 KB
100	2f/e752d8	15610775	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_6)	COMPLETED	0	2025-09-30 22:38:31.632	1m 40s	1m 13s	147.7%	15 GB	19 GB	14.4 GB	473.5 KB
90	9c/5ef45b	15610780	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_7)	COMPLETED	0	2025-09-30 22:38:33.857	1m 38s	45s	152.3%	15 GB	18.9 GB	14.4 GB	451.4 KB
99	02/e70a76	15610777	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_8)	COMPLETED	0	2025-09-30 22:38:32.711	1m 44s	52s	183.7%	15.1 GB	18.9 GB	14.4 GB	469.4 KB
86	a4/c44a35	15610783	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_4)	COMPLETED	0	2025-09-30 22:38:35.174	2m 12s	58s	209.8%	15 GB	19 GB	14.4 GB	467.1 KB
88	f9/a95c34	15610782	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_2)	COMPLETED	0	2025-09-30 22:38:34.372	2m 12s	1m 9s	148.1%	14.9 GB	18.9 GB	14.4 GB	462.2 KB
92	7e/21631a	15610784	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_5)	COMPLETED	0	2025-09-30 22:38:35.810	2m 21s	59s	154.3%	14.9 GB	18.9 GB	14.4 GB	461.7 KB
96	f3/25aa68	15610785	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_3)	COMPLETED	0	2025-09-30 22:38:39.966	2m 22s	46s	217.1%	15.1 GB	19 GB	14.4 GB	471.2 KB
98	bb/1258f5	15610788	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_1)	COMPLETED	0	2025-09-30 22:38:42.686	2m 29s	49s	197.9%	15 GB	19 GB	14.4 GB	471.8 KB
91	cd/2966cd	15610786	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_1)	COMPLETED	0	2025-09-30 22:38:40.913	2m 41s	1m 4s	141.8%	15 GB	18.9 GB	14.3 GB	453.5 KB
85	12/57e5da	15610789	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_3)	COMPLETED	0	2025-09-30 22:38:43.357	2m 43s	45s	198.0%	14.9 GB	18.9 GB	14.4 GB	450.1 KB
97	58/fda8a4	15610787	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_2)	COMPLETED	0	2025-09-30 22:38:42.123	2m 45s	1m 7s	166.8%	15.1 GB	19 GB	14.4 GB	470.3 KB
94	66/7b69b3	15610790	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_Sal_8)	COMPLETED	0	2025-09-30 22:38:43.909	2m 58s	50s	205.3%	15 GB	18.9 GB	14.4 GB	468.7 KB
93	5d/9afcd3	15610791	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (Nac_oxy_7)	COMPLETED	0	2025-09-30 22:38:44.514	3m 2s	53s	201.4%	14.9 GB	18.9 GB	14.4 GB	465.8 KB
101	3b/3ef906	15610799	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_6)	COMPLETED	0	2025-09-30 22:39:29.412	14m 28s	12m 15s	708.4%	33.4 GB	35.1 GB	52.5 GB	7 GB
117	50/d46684	15610941	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_6)	COMPLETED	0	2025-09-30 22:53:58.106	1m 59s	1m 26s	463.1%	5.1 GB	6.1 GB	11.2 GB	9.3 GB
119	5c/6c8adc	15610955	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_6)	COMPLETED	0	2025-09-30 22:55:57.859	24.2s	18s	86.9%	23.3 MB	208.4 MB	2.3 GB	2.7 MB
118	f1/6fb407	15610942	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_6)	COMPLETED	0	2025-09-30 22:53:58.817	3m 30s	2m 13s	443.3%	4.8 GB	6.4 GB	3.7 GB	7.2 MB
102	e0/7287e9	15610802	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_4)	COMPLETED	0	2025-09-30 22:39:49.557	24m 53s	15m 15s	722.1%	33.4 GB	35.3 GB	58.6 GB	9.4 GB
106	60/a14950	15610808	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_8)	COMPLETED	0	2025-09-30 22:40:17.453	26m 50s	13m	875.9%	33.4 GB	35.3 GB	54.4 GB	6.5 GB
120	19/2460aa	15610957	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_oxy_6)	COMPLETED	0	2025-09-30 22:56:23.739	10m 49s	8m 32s	97.5%	20.2 GB	32.9 GB	4.7 GB	2.5 GB
130	f7/eaba8d	15611042	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:13.000	29.3s	12s	133.9%	25.1 MB	208.4 MB	2.5 GB	2.8 MB
122	76/14bd7e	15611019	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:04:44.163	3m 13s	2m 9s	463.9%	4.9 GB	6.4 GB	4.9 GB	7.2 MB
131	ea/1def55	15611046	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:17.600	59.7s	19s	291.8%	195.9 MB	855.6 MB	3.3 GB	15 MB
121	fd/3a21b3	15611017	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:04:43.319	3m 44s	2m 23s	402.5%	5.1 GB	6 GB	13.9 GB	11.8 GB
139	e0/6b5522	15611062	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:08:18.743	13.6s	3s	10.5%	16 MB	22.5 MB	16.8 MB	3.5 KB
103	ef/27ee40	15610805	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_6)	COMPLETED	0	2025-09-30 22:40:13.331	28m 34s	18m 49s	765.9%	33.5 GB	35.3 GB	61.9 GB	9.8 GB
123	98/c34104	15611040	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:07:09.200	1m 43s	1m 27s	493.8%	5.2 GB	6.1 GB	11 GB	9.4 GB
128	8d/da9dca	15611048	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:19.314	1m 53s	1m 36s	96.3%	1.8 GB	4.5 GB	2.6 GB	331.3 MB
138	46/af7dd2	15611060	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:51.905	1m 20s	3s	105.9%	60 MB	760.1 MB	77.9 MB	798 B
124	eb/b9b03a	15611041	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:07:10.656	2m 12s	1m 59s	451.2%	5.3 GB	6.4 GB	3.4 GB	7.2 MB
143	2e/b9dfee	15611067	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:08:54.096	28.2s	13s	130.2%	24.5 MB	208.4 MB	2.5 GB	2.9 MB
133	d8/7ccb89	15611055	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:44.489	1m 43s	54s	91.0%	45.7 MB	745.8 MB	2.5 GB	1.3 KB
144	c5/b44778	15611078	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:09:13.714	13.6s	2s	76.7%	7.7 MB	18.5 MB	165.7 MB	165.7 MB
140	f3/6648fd	15611063	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_4)	COMPLETED	0	2025-09-30 23:08:28.184	59.1s	16s	133.6%	22.8 MB	208.4 MB	3.4 GB	2.9 MB
136	6a/588ac2	15611056	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:44.821	1m 47s	41s	94.8%	717.4 MB	2.1 GB	798.4 MB	42.1 MB
146	97/e800cc	15611081	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:09:28.340	14s	10s	94.7%	42.8 MB	57.8 MB	497.1 MB	54.1 MB
125	09/f4211f	15611045	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:15.441	2m 42s	2m 14s	109.7%	655.3 MB	886.4 MB	3.4 GB	286.6 MB
135	a0/57f99b	15611057	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:46.616	2m 11s	1m 7s	92.8%	314.2 MB	1015.1 MB	2.5 GB	27.9 KB
137	90/30708e	15611059	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:49.762	2m 13s	56s	89.4%	105.1 MB	814.5 MB	2.5 GB	40.9 MB
129	fc/053106	15611049	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:19.633	2m 48s	2m 19s	96.8%	1.8 GB	4.5 GB	2.6 GB	338.5 MB
134	31/c8cff8	15611058	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:47.793	2m 30s	1m 19s	96.3%	881.9 MB	1.5 GB	2.6 GB	1.7 KB
104	d2/57ac00	15610806	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_5)	COMPLETED	0	2025-09-30 22:40:13.808	30m 3s	17m 24s	940.9%	33.4 GB	35.2 GB	57.2 GB	5.6 GB
148	5f/7e26bf	15611086	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:10:07.939	14.4s	1s	96.1%	7.7 MB	18.5 MB	169.3 MB	169.3 MB
132	bf/7b00ff	15611054	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:43.350	2m 59s	2m 7s	94.3%	4.8 GB	5.5 GB	2.5 GB	249.6 KB
151	d6/e6a48e	15611091	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDGRAPHTOBIGWIG (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:10:23.325	24s	10s	95.7%	43.4 MB	58.3 MB	507.9 MB	55.1 MB
105	03/6862a4	15610807	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_7)	COMPLETED	0	2025-09-30 22:40:14.547	30m 33s	17m 1s	891.6%	33.4 GB	35.3 GB	59.7 GB	7.3 GB
142	e4/943966	15611065	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:08:48.788	2m 24s	1m 59s	469.9%	4.9 GB	6.4 GB	4.9 GB	7.2 MB
107	50/7050b1	15610810	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_4)	COMPLETED	0	2025-09-30 22:40:47.606	30m 40s	14m 19s	783.1%	33.4 GB	35.2 GB	54.1 GB	6.3 GB
141	33/1dffb3	15611066	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:08:49.802	3m 3s	1m 47s	529.4%	5.1 GB	6 GB	15.4 GB	12.9 GB
149	e2/442d06	15611089	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:10:18.680	1m 34s	1m 24s	474.7%	5.2 GB	6.1 GB	10.5 GB	9.3 GB
150	11/d8e1b4	15611090	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:10:18.956	1m 43s	1m 23s	443.9%	5.3 GB	6.4 GB	2.7 GB	7.2 MB
157	48/937810	15611108	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_5)	COMPLETED	0	2025-09-30 23:11:53.822	18.5s	12s	137.5%	26.9 MB	208.4 MB	2.6 GB	3 MB
156	3d/04ad4c	15611107	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_6)	COMPLETED	0	2025-09-30 23:11:53.168	24.2s	15s	138.9%	22.2 MB	208.4 MB	3.3 GB	3.1 MB
127	aa/c3a2fc	15611050	NFCORE_RNASEQ:RNASEQ:DUPRADAR (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:20.407	5m 12s	4m 11s	91.5%	437.2 MB	856 MB	20.6 GB	6 GB
153	8b/9cd89d	15611095	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:10:48.765	2m 24s	1m 58s	461.4%	4.4 GB	5.6 GB	3.6 GB	7.1 MB
154	42/8c9b47	15611098	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:11:28.750	1m 44s	1m 31s	480.2%	5.1 GB	6.1 GB	11.7 GB	10.2 GB
155	d6/42624e	15611099	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:11:29.103	1m 58s	1m 46s	453.0%	4.9 GB	6.4 GB	3 GB	7.2 MB
152	ea/f588ec	15611094	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:10:48.067	2m 39s	1m 45s	488.8%	5.1 GB	6.1 GB	12.3 GB	10.4 GB
160	b7/9f9268	15611135	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_4)	COMPLETED	0	2025-09-30 23:13:15.112	28.1s	14s	121.8%	21.6 MB	208.4 MB	2.8 GB	3 MB
161	88/2e9dab	15611140	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_7)	COMPLETED	0	2025-09-30 23:13:29.268	23.1s	15s	127.2%	13.1 MB	208.4 MB	2.7 GB	2.1 MB
108	fb/7d44cc	15610811	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_2)	COMPLETED	0	2025-09-30 22:40:49.111	36m 23s	19m 39s	956.9%	33.4 GB	35.3 GB	56.4 GB	4.8 GB
109	58/46889a	15610813	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_5)	COMPLETED	0	2025-09-30 22:40:57.535	36m 55s	13m 4s	889.6%	33.4 GB	35.3 GB	57.4 GB	6.4 GB
110	0e/15622c	15610814	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_3)	COMPLETED	0	2025-09-30 22:41:02.316	37m 10s	13m 14s	797.8%	33.4 GB	35.3 GB	57.2 GB	7.9 GB
164	67/adb3b5	15611203	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:17:13.641	1m 14s	1m 1s	484.8%	5.2 GB	6.1 GB	8.1 GB	6.8 GB
170	48/b46493	15611220	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:18:27.670	34.7s	22s	69.7%	23.8 MB	208.4 MB	1.9 GB	2.8 MB
165	b9/9a7492	15611204	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_Sal_2)	COMPLETED	0	2025-09-30 23:17:14.864	2m 7s	1m 50s	398.2%	5.3 GB	6.4 GB	2.6 GB	7.2 MB
167	9b/69a504	15611211	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:17:54.094	1m 53s	1m 27s	424.3%	4.6 GB	5.6 GB	3 GB	7.2 MB
111	2e/a4f297	15610817	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_1)	COMPLETED	0	2025-09-30 22:41:12.360	38m 35s	13m 15s	786.8%	33.4 GB	35.3 GB	55.9 GB	7.4 GB
113	24/8aa6a2	15610823	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_2)	COMPLETED	0	2025-09-30 22:41:28.235	38m 19s	12m 46s	756.6%	33.4 GB	35.3 GB	54.4 GB	7 GB
145	f8/d36f49	15611080	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:09:23.167	10m 29s	9m 4s	99.5%	20.9 GB	32.8 GB	5 GB	2.6 GB
116	51/291c08	15610835	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_oxy_7)	COMPLETED	0	2025-09-30 22:41:49.961	38m 7s	11m 27s	813.0%	33.4 GB	35.1 GB	54 GB	6.1 GB
178	71/72e7c6	15611240	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:19:53.879	33.6s	25s	78.9%	22.6 MB	208.4 MB	2.6 GB	3 MB
169	17/a3d1d1	15611217	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_3)	COMPLETED	0	2025-09-30 23:18:13.467	2m 19s	2m	436.6%	4.7 GB	5.6 GB	3.8 GB	7.2 MB
182	f1/a3c2a6	15611241	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:19:54.104	43.3s	20s	291.0%	194.7 MB	855.6 MB	3.4 GB	15 MB
126	57/c663c8	15611047	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (Nac_oxy_6)	COMPLETED	0	2025-09-30 23:07:18.290	13m 29s	12m 34s	100.4%	5 GB	32.4 GB	20.1 GB	16.8 GB
192	2e/432e0c	15611259	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:38.929	18.5s	0ms	57.1%	12.1 MB	23.6 MB	16.8 MB	3.5 KB
115	a5/5897e8	15610833	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN_IGENOMES (Nac_Sal_8)	COMPLETED	0	2025-09-30 22:41:42.544	39m 20s	14m 9s	799.0%	33.4 GB	35.2 GB	57.5 GB	8 GB
188	57/3799fe	15611253	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:30.436	37s	2s	90.1%	56.7 MB	755.1 MB	63.3 MB	797 B
166	56/16eea3	15611210	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:17:54.012	3m 38s	1m 38s	471.1%	5.1 GB	5.9 GB	11.4 GB	9.7 GB
185	22/ef2072	15611255	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:33.573	1m 9s	38s	88.4%	672.4 MB	1.4 GB	484.2 MB	41.3 MB
187	9e/3f9680	15611251	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:29.681	1m 28s	1m 10s	85.9%	45.4 MB	745.8 MB	2.6 GB	1.3 KB
175	9d/4ad5b6	15611237	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_2)	COMPLETED	0	2025-09-30 23:19:49.932	2m 12s	1m 52s	431.1%	5.2 GB	6.4 GB	3.6 GB	7.2 MB
195	0e/658af1	15611278	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (Nac_oxy_5)	COMPLETED	0	2025-09-30 23:21:32.974	29.4s	23s	87.1%	23.9 MB	208.4 MB	2.6 GB	2.6 MB
189	16/3f9dda	15611256	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (Nac_oxy_8)	COMPLETED	0	2025-09-30 23:20:35.068	1m 47s	1m 16s	78.8%	103.1 MB	814.4 MB	2.6 GB	42.6 MB
184	fb/b5dc95	15611248	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (Nac_oxy_7)	COMPLETED	0	2025-09-30 23:19:59.563	2m 33s	1m 48s	419.4%	5.1 GB	6.4 GB	2.9 GB	7.2 MB
168	bb/c1e066	15611216	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (Nac_oxy_3)	COMPLETED	0	2025-09-30 23:18:12.652	4m 25s	2m 10s	415.3%	5.1 GB	5.9 GB	13.1 GB	11.3 GB
