Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
Nac_Sal_6_2 - polya	(1, 0.01963985832126438)	(2, 0.02369048729066502)	(3, 0.025915946180471716)	(4, 0.028236886804824574)	(5, 0.030337484964840136)	(6, 0.031769710983032565)	(7, 0.03385194727102002)	(8, 0.03744720181412358)	(9, 0.04244897575458021)	(10, 0.04851757445986993)	(12, 0.053456918035431)	(14, 0.057834388326931954)	(16, 0.0632437958264126)	(18, 0.06818130321477084)	(20, 0.07378718274495225)	(22, 0.07910478088429233)	(24, 0.08553694465573858)	(26, 0.09189933331347803)	(28, 0.09703698510694267)	(30, 0.10237478130551367)	(32, 0.10801371220534567)	(34, 0.11386196844629808)	(36, 0.11962759626312401)	(38, 0.1268805357142267)	(40, 0.13264983590545826)	(42, 0.13763508416108958)	(44, 0.14222187979371098)	(46, 0.14740727245444868)	(48, 0.15332346762190513)	(50, 0.16114195273147353)	(52, 0.1673041969841066)	(54, 0.1723684012894588)	(56, 0.17693316267564646)	(58, 0.1816631809100871)	(60, 0.18789520027642698)	(62, 0.1947478509173169)	(64, 0.20123510030484748)	(66, 0.22950687466652545)	(68, 0.2714013218858568)	(70, 0.3002459866548117)	(72, 0.3058573747466016)	(74, 0.3106957280260081)	(76, 0.31514113724401305)	(78, 0.320372434584821)	(80, 0.32581856582835783)	(82, 0.3306605914821699)	(84, 0.33536306690856843)	(86, 0.3400673785221697)	(88, 0.3443805822615723)	(90, 0.3489508522093684)	(92, 0.3531557209038051)	(94, 0.35774802509803494)	(96, 0.362164055320795)	(98, 0.36664986065726174)	(100, 0.37136151701967424)	(102, 0.3760162515787997)	(104, 0.3802064307756139)	(106, 0.3842221721881611)	(108, 0.3883058525272124)	(110, 0.39246481654157883)	(112, 0.39659072918629473)	(114, 0.40066890096373753)	(116, 0.4043871800494294)	(118, 0.40832763778666137)	(120, 0.4122276994054316)	(122, 0.4160543135360893)	(124, 0.4197340326905221)	(126, 0.4234082432833466)	(128, 0.42712835855624126)	(130, 0.4306226228031902)	(132, 0.4340287500644043)	(134, 0.43746242013366043)	(136, 0.4409658653166235)	(138, 0.44447665524839775)
Nac_Sal_7_1 - illumina_universal_adapter	(1, 0.0002086362668705182)	(2, 0.00022380981355201045)	(3, 0.0002503635202446218)	(4, 0.0003186444803113369)	(5, 0.0003376114136632022)	(6, 0.0005728013872263318)	(7, 0.000587974933907824)	(8, 0.0006107352539300624)	(9, 0.0006448757339634199)	(10, 0.0007340203207171868)	(12, 0.000978693760956249)	(14, 0.0013561357346583685)	(16, 0.0020123916286329075)	(18, 0.002681924375953752)	(20, 0.0032604158431856437)	(22, 0.00386925440378052)	(24, 0.004493266511056887)	(26, 0.0051021050716517635)	(28, 0.006297021872819277)	(30, 0.008133021021279836)	(32, 0.011103242784181941)	(34, 0.015105265721425518)	(36, 0.02030789553984217)	(38, 0.02770120616039926)	(40, 0.03909274633152955)	(42, 0.05730100234932023)	(44, 0.07940506647758405)	(46, 0.10750268154503728)	(48, 0.1508554011073958)	(50, 0.22045456304206545)	(52, 0.31765630308370474)	(54, 0.4366870867200057)	(56, 0.5764183814165325)	(58, 0.7643901744001935)	(60, 1.0314711497011495)	(62, 1.3547890823903859)	(64, 1.7361856616963691)	(66, 2.1405530939847965)	(68, 2.5917195376256164)	(70, 3.0856298622681995)	(72, 3.629527539759624)	(74, 4.210124336593572)	(76, 4.859646969228199)	(78, 5.553110296359092)	(80, 6.243736170260546)	(82, 6.926496456900981)	(84, 7.640068526771523)	(86, 8.418198347691806)	(88, 9.17443653413737)	(90, 9.94027009216564)	(92, 10.786927443286213)	(94, 11.58932545543021)	(96, 12.461574889722456)	(98, 13.300984975609282)	(100, 14.141559631203913)	(102, 14.959197574296134)	(104, 15.77124975551623)	(106, 16.626749490965445)	(108, 17.446026177099263)	(110, 18.318249057684817)	(112, 19.16293195104346)	(114, 20.018260984092507)	(116, 20.862181406730407)	(118, 21.811449867284573)	(120, 22.719019524864663)	(122, 23.610378144508914)	(124, 24.47483785927355)	(126, 25.313163036572647)	(128, 26.199996145919144)	(130, 27.125629910823548)	(132, 28.02438373778169)	(134, 28.938127132167814)	(136, 29.876514263058013)	(138, 30.746681128068225)
Nac_Sal_7_2 - illumina_universal_adapter	(1, 0.00021242965354089125)	(2, 0.00021242965354089125)	(3, 0.00021622304021126434)	(4, 0.0002276032002223835)	(5, 0.00023898336023350268)	(6, 0.0003186444803113369)	(7, 0.00033381802699282914)	(8, 0.00034899157367432136)	(9, 0.00037554528036693276)	(10, 0.00045141301377439396)	(12, 0.0006259088006115546)	(14, 0.0009635202142747568)	(16, 0.0016368463482659746)	(18, 0.002365176588977602)	(20, 0.0030612630429910585)	(22, 0.0038047668303841774)	(24, 0.004627931737855131)	(26, 0.005403679311946422)	(28, 0.006828096006671505)	(30, 0.008959979315421165)	(32, 0.012245052171964232)	(34, 0.0164879551627765)	(36, 0.02195801874145445)	(38, 0.029779982055763696)	(40, 0.041600174920646146)	(42, 0.060290191045574204)	(44, 0.08285515165428833)	(46, 0.11136814256214744)	(48, 0.15526710980503966)	(50, 0.22571978374054327)	(52, 0.32367830442292195)	(54, 0.44325912912642706)	(56, 0.5835802954501969)	(58, 0.7723031789945917)	(60, 1.039947472216098)	(62, 1.3619756534374077)	(64, 1.7421564523155364)	(66, 2.145863835323319)	(68, 2.5961217628565842)	(70, 3.0892999638717855)	(72, 3.632330852509029)	(74, 4.211912918408653)	(76, 4.86087223312273)	(78, 5.5526437097986365)	(80, 6.241338749884871)	(82, 6.9207210256953395)	(84, 7.6292440979076135)	(86, 8.402355268262994)	(88, 9.151131863127933)	(90, 9.910078527656141)	(92, 10.74896702287579)	(94, 11.546044810214589)	(96, 12.413038507275033)	(98, 13.248514851184684)	(100, 14.084051889281056)	(102, 14.894914843779992)	(104, 15.70272601870261)	(106, 16.552014083479087)	(108, 17.36429955797941)	(110, 18.22844442165041)	(112, 19.065665723428427)	(114, 19.908652972945415)	(116, 20.73485827983267)	(118, 21.66207578367196)	(120, 22.545682617655302)	(122, 23.411769695301526)	(124, 24.249260327533143)	(126, 25.056553705175254)	(128, 25.90861663230111)	(130, 26.790355223349295)	(132, 27.63870821831153)	(134, 28.50027357904667)	(136, 29.384993772017765)	(138, 30.201036596015093)
Nac_Sal_8_1 - illumina_universal_adapter	(1, 0.05974691740265452)	(2, 0.06649660110667326)	(3, 0.06655386652271414)	(4, 0.06688600593575125)	(5, 0.06700817215663847)	(6, 0.06726395768162108)	(7, 0.06764572712189364)	(8, 0.06799313731254165)	(9, 0.0681191212278316)	(10, 0.0686726869162268)	(12, 0.06926061185424653)	(14, 0.07025893894055926)	(16, 0.07158558774550638)	(18, 0.0726774483446859)	(20, 0.07360323923734682)	(22, 0.07468173790611679)	(24, 0.07591676204539849)	(26, 0.0773464885992192)	(28, 0.07965810256006951)	(30, 0.08274089079027039)	(32, 0.08620926615514651)	(34, 0.09114936271227335)	(36, 0.09697898206523524)	(38, 0.10557452101297177)	(40, 0.11896699297773292)	(42, 0.1371010413906792)	(44, 0.15938874131379083)	(46, 0.18729608739771442)	(48, 0.2304035837460897)	(50, 0.297226597724196)	(52, 0.3873890864333648)	(54, 0.4926181061028899)	(56, 0.6184054101310921)	(58, 0.7771222372300031)	(60, 0.9840221853857132)	(62, 1.2501536621997098)	(64, 1.5551779007414726)	(66, 1.9025709117646834)	(68, 2.280450121440859)	(70, 2.699100398490942)	(72, 3.17175578056198)	(74, 3.6954709164222708)	(76, 4.250090288472625)	(78, 4.821135290690705)	(80, 5.411326030338454)	(82, 6.045456523714372)	(84, 6.723790191732249)	(86, 7.429009972581319)	(88, 8.156210128954081)	(90, 8.884591861744488)	(92, 9.664972501147219)	(94, 10.503597795205128)	(96, 11.35321614029569)	(98, 12.218082356830735)	(100, 13.089950224900377)	(102, 13.976208892021095)	(104, 14.88483352180018)	(106, 15.81146430722972)	(108, 16.743815907721746)	(110, 17.69504982472965)	(112, 18.657654744516073)	(114, 19.64123598619827)	(116, 20.638704091270384)	(118, 21.664843081306962)	(120, 22.657922746663147)	(122, 23.651800310149493)	(124, 24.67482215270625)	(126, 25.700898150785186)	(128, 26.732780862050667)	(130, 27.741434811722765)	(132, 28.7553170938794)	(134, 29.769138292925582)	(136, 30.788791020171935)	(138, 31.80856018709757)
Nac_Sal_8_1 - polya	(1, 0.02749121739402653)	(2, 0.0298047402020782)	(3, 0.03136617721279294)	(4, 0.03362243460480373)	(5, 0.03547401639012561)	(6, 0.03731032739783659)	(7, 0.039620032511485534)	(8, 0.04280780733776135)	(9, 0.047217244372909334)	(10, 0.05269181814641774)	(12, 0.05645797367470648)	(14, 0.06051618282480371)	(16, 0.06476527669503723)	(18, 0.06931787727028743)	(20, 0.07349061725246642)	(22, 0.07725295508635244)	(24, 0.08104201678105752)	(26, 0.08456383986757182)	(28, 0.08852469781039955)	(30, 0.09243783457319321)	(32, 0.09612381851902471)	(34, 0.09924860138765557)	(36, 0.10283723412621756)	(38, 0.10691834944273115)	(40, 0.11097846744002975)	(42, 0.1144258454856909)	(44, 0.11796484819701747)	(46, 0.12137977584025544)	(48, 0.12473934691465391)	(50, 0.12803974372581012)	(52, 0.13100418342952652)	(54, 0.1339094488700006)	(56, 0.13683189393528702)	(58, 0.13989177599907154)	(60, 0.1431902639630264)	(62, 0.14644675728855128)	(64, 0.15296547048120512)	(66, 0.19819178722309308)	(68, 0.20172506339281554)	(70, 0.20479639853980824)	(72, 0.20772457014669873)	(74, 0.21110704738751354)	(76, 0.21410584634085444)	(78, 0.21738524583279567)	(80, 0.22051957293743335)	(82, 0.2236939858332996)	(84, 0.22691230221479725)	(86, 0.22957323521349693)	(88, 0.23246132102915879)	(90, 0.23528832373437703)	(92, 0.23808287603717213)	(94, 0.24091560528399447)	(96, 0.24341810396498106)	(98, 0.2461019431300971)	(100, 0.2490339324313903)	(102, 0.25151734264036324)	(104, 0.25415346062544525)	(106, 0.256904109442609)	(108, 0.25952686549728143)	(110, 0.26200645801185163)	(112, 0.2645986725113023)	(114, 0.2672863293708211)	(116, 0.2700770639792134)	(118, 0.2727933535467526)	(120, 0.2756909835984213)	(122, 0.2785771605668818)	(124, 0.28123045817677605)	(126, 0.28413763246445156)	(128, 0.28689019012881667)	(130, 0.2901352303711333)	(132, 0.2936971392488763)	(134, 0.2973411285562778)	(136, 0.3007426942691062)	(138, 0.3040373645386584)
Nac_Sal_8_2 - illumina_universal_adapter	(1, 0.060040879871664385)	(2, 0.06668366813240681)	(3, 0.06686309976933491)	(4, 0.06703107832305483)	(5, 0.06710743221110933)	(6, 0.06788624186926534)	(7, 0.06815729817185885)	(8, 0.06826419361513518)	(9, 0.06840163061363329)	(10, 0.06872804348506632)	(12, 0.06922434375742065)	(14, 0.07019212928851157)	(16, 0.07153977541267367)	(18, 0.07268508373349133)	(20, 0.07370059044461633)	(22, 0.07488789340386397)	(24, 0.07628898724966424)	(26, 0.07796877278686347)	(28, 0.08044072991262824)	(30, 0.0836113251140918)	(32, 0.08731639753193693)	(34, 0.09249891768363683)	(36, 0.09864540567202493)	(38, 0.10742419395109229)	(40, 0.1209922798583788)	(42, 0.13920077331217823)	(44, 0.16155528288733756)	(46, 0.18920875229347991)	(48, 0.23198601807601946)	(50, 0.29831845832337556)	(52, 0.38726882905967897)	(54, 0.4910986637306052)	(56, 0.6143452921337933)	(58, 0.7707142371750284)	(60, 0.9734681692093784)	(62, 1.2320902411332137)	(64, 1.5298684956986037)	(66, 1.8657435227087915)	(68, 2.2345041693040573)	(70, 2.6435395830008757)	(72, 3.104680798753294)	(74, 3.6160895967063986)	(76, 4.158729043720999)	(78, 4.716561005611247)	(80, 5.291393160676831)	(82, 5.905856801337109)	(84, 6.562295991955354)	(86, 7.244559976360836)	(88, 7.944956100332063)	(90, 8.648085693495641)	(92, 9.399772541767486)	(94, 10.207491690788132)	(96, 11.02531055035119)	(98, 11.855454836293447)	(100, 12.690306339434263)	(102, 13.536736909698547)	(104, 14.404097989525773)	(106, 15.284805728984928)	(108, 16.17003170976971)	(110, 17.069703846174406)	(112, 17.979895639505806)	(114, 18.903436001316344)	(116, 19.830349296131683)	(118, 20.782209315021635)	(120, 21.698727027978357)	(122, 22.607922403070646)	(124, 23.537057596028376)	(126, 24.46028681574509)	(128, 25.385881097144285)	(130, 26.28004811822025)	(132, 27.169580458291307)	(134, 28.056957709872023)	(136, 28.942811701386052)	(138, 29.822452395259646)
Nac_Sal_8_2 - polya	(1, 0.013277941132679388)	(2, 0.01646189826455248)	(3, 0.017958434470420885)	(4, 0.019554230730760156)	(5, 0.020898059160519542)	(6, 0.022066273647753553)	(7, 0.02336810743908296)	(8, 0.02614357126986442)	(9, 0.029442059233819276)	(10, 0.0334086437182511)	(12, 0.03784862230862089)	(14, 0.041685405183360044)	(16, 0.04595358752560719)	(18, 0.04953649372256509)	(20, 0.054461319502081024)	(22, 0.05825419889118884)	(24, 0.0627209013423777)	(26, 0.06763809173308818)	(28, 0.07161422045352683)	(30, 0.07552926606352185)	(32, 0.07939849934068419)	(34, 0.0838212983062417)	(36, 0.08796540558040025)	(38, 0.09331781313302145)	(40, 0.09746382925438138)	(42, 0.10104291775693655)	(44, 0.10432422609607915)	(46, 0.10815528242921421)	(48, 0.11287967925258707)	(50, 0.11955110022134992)	(52, 0.1251096632717183)	(54, 0.12867538984386395)	(56, 0.13226211373522456)	(58, 0.13586983494580018)	(60, 0.14062477332439483)	(62, 0.1473992720420313)	(64, 0.15242526672321943)	(66, 0.17890288625332235)	(68, 0.22069900457436142)	(70, 0.2727437235195172)	(72, 0.27693173427930706)	(74, 0.2804211069633983)	(76, 0.28376158956578307)	(78, 0.28773008289741625)	(80, 0.292532742456045)	(82, 0.29606792747296884)	(84, 0.29934160042330593)	(86, 0.3022984047382169)	(88, 0.3053258363995782)	(90, 0.3084162600185846)	(92, 0.3111000991837006)	(94, 0.31404354156820197)	(96, 0.31686290888461477)	(98, 0.32000105368365517)	(100, 0.32294258722095515)	(102, 0.3259719277295179)	(104, 0.3289745443772615)	(106, 0.33171564895841843)	(108, 0.3343823084987222)	(110, 0.33681417983325834)	(112, 0.3391926034461564)	(114, 0.34167601365512934)	(116, 0.34407925228164504)	(118, 0.34649967053297304)	(120, 0.3489391772563146)	(122, 0.35124697352276224)	(124, 0.35368838909330524)	(126, 0.35601527383176645)	(128, 0.3585845821648007)	(130, 0.361111895859405)	(132, 0.363643027248412)	(134, 0.36606344549974)	(136, 0.36843041602942983)	(138, 0.3709749093488464)
Nac_oxy_1_1 - illumina_universal_adapter	(1, 8.015745672756954e-05)	(2, 0.00011451065246795648)	(3, 0.0004580426098718259)	(4, 0.0005305660231015318)	(5, 0.000553468153595123)	(6, 0.0008015745672756954)	(7, 0.0008359277630160824)	(8, 0.0008893660675011287)	(9, 0.0010076937417180171)	(10, 0.0012099958944114069)	(12, 0.0019657662006999197)	(14, 0.004838075066771161)	(16, 0.009069243675462153)	(18, 0.013145822903321405)	(20, 0.020577564248491782)	(22, 0.03620254277774444)	(24, 0.055043362130472215)	(26, 0.08070519934854126)	(28, 0.12441582390643471)	(30, 0.1809859947364797)	(32, 0.24695558162326942)	(34, 0.329464323748181)	(36, 0.40383708401524426)	(38, 0.4952509378804139)	(40, 0.612729324758165)	(42, 0.7728858318107235)	(44, 0.9443712594141116)	(46, 1.1262218095767245)	(48, 1.365789545604936)	(50, 1.6907974964612391)	(52, 2.1379348751963665)	(54, 2.680955840264663)	(56, 3.276747131011943)	(58, 3.997082115894247)	(60, 4.904691638844396)	(62, 6.082786773989104)	(64, 7.322389397596101)	(66, 8.71432935920297)	(68, 10.35954207342759)	(70, 12.253777286552525)	(72, 14.004437135102263)	(74, 16.063850147390475)	(76, 18.262922259939486)	(78, 20.526942906057442)	(80, 22.783569981047723)	(82, 25.012733584554436)	(84, 27.562528923482304)	(86, 29.872418719957174)	(88, 31.987357947627103)	(90, 34.07974430229346)	(92, 36.52862140320133)	(94, 38.96202811496076)	(96, 41.03878376556524)	(98, 43.110357809145555)	(100, 45.31148347939549)	(102, 47.4874740614287)	(104, 49.4731536645928)	(106, 51.193231534890096)	(108, 52.75384950460402)	(110, 54.20471283094915)	(112, 55.48368803389637)	(114, 56.75353482933103)	(116, 57.95110440943879)	(118, 59.02632126589542)	(120, 59.93570761246969)	(122, 60.82638482694158)	(124, 61.66265421340419)	(126, 62.481737459442236)	(128, 63.3146841284724)	(130, 64.0523522091166)	(132, 64.75109621047608)	(134, 65.38949882351756)	(136, 65.98170020530996)	(138, 66.5081629300314)
Nac_oxy_1_1 - polya	(1, 0.06566040812512625)	(2, 0.06863005104579525)	(3, 0.07115691944358817)	(4, 0.07298908988307547)	(5, 0.07465331136560976)	(6, 0.07632516689164193)	(7, 0.0783329203315801)	(8, 0.08121095473027475)	(9, 0.08542876376284447)	(10, 0.08982215579586507)	(12, 0.0935303924249524)	(14, 0.09734550566300981)	(16, 0.1010728274008418)	(18, 0.10527155132466687)	(20, 0.10891871560577127)	(22, 0.11266703096322239)	(24, 0.1164878697339032)	(26, 0.11979722759022715)	(28, 0.12320201099027439)	(30, 0.12664496460781094)	(32, 0.13025968420404943)	(34, 0.1337961548544348)	(36, 0.1374795808421541)	(38, 0.1420008431037639)	(40, 0.1461804819188443)	(42, 0.14986009088481467)	(44, 0.1531408210780216)	(46, 0.15666393215228575)	(48, 0.16006489853058403)	(50, 0.16322920956044856)	(52, 0.16614732268750698)	(54, 0.1692066656192759)	(56, 0.17203507873523444)	(58, 0.17517648763460536)	(60, 0.17800108372881496)	(62, 0.18116348624780504)	(64, 0.19129577048034468)	(66, 0.20136125683227807)	(68, 0.2041285976002537)	(70, 0.20699518093370153)	(72, 0.2097491621255559)	(74, 0.2122092326427425)	(76, 0.2147074733774184)	(78, 0.21715800134023266)	(80, 0.21960471228129802)	(82, 0.22219265302707383)	(84, 0.22450385969605208)	(86, 0.2268665961586409)	(88, 0.22915490069712557)	(90, 0.23154435631195694)	(92, 0.23397961618777546)	(94, 0.23637479733523026)	(96, 0.23844553163402576)	(98, 0.2406078744547957)	(100, 0.24295343431951433)	(102, 0.24503943670530562)	(104, 0.24703764759087146)	(106, 0.24918853934639457)	(108, 0.2513947779172772)	(110, 0.2533739036940984)	(112, 0.2554770826777598)	(114, 0.2575497254874298)	(116, 0.2598246704497933)	(118, 0.2622713813908586)	(120, 0.26496429023473006)	(122, 0.2679320246445246)	(124, 0.27099327608716794)	(126, 0.2745640999332937)	(128, 0.27849181531294465)	(130, 0.2824691519753316)	(132, 0.28684536741048205)	(134, 0.29167008290113194)	(136, 0.2968612324796793)	(138, 0.3018558054381567)
Nac_oxy_1_2 - illumina_universal_adapter	(1, 1.1451065246795648e-05)	(2, 1.9085108744659413e-05)	(3, 6.488936973184201e-05)	(4, 7.634043497863765e-05)	(5, 8.397447847650143e-05)	(6, 0.00010687660897009272)	(7, 0.0001374127829615478)	(8, 0.00016031491345513908)	(9, 0.0002671915224252318)	(10, 0.0003950617510144499)	(12, 0.0010897597093200524)	(14, 0.003952526021018965)	(16, 0.008135981857848308)	(18, 0.012071331280997081)	(20, 0.020293196128196356)	(22, 0.03586282784208951)	(24, 0.05494221105412552)	(26, 0.08088650788161553)	(28, 0.12447689625441763)	(30, 0.18160626077068112)	(32, 0.24747087955937522)	(34, 0.3295425726940341)	(36, 0.40421878619013746)	(38, 0.4958998315777323)	(40, 0.6123457140723974)	(42, 0.7713800167307697)	(44, 0.9417737761139635)	(46, 1.123614783722204)	(48, 1.360025842764049)	(50, 1.6819916272864532)	(52, 2.125479933229602)	(54, 2.667418772632076)	(56, 3.2596564161311)	(58, 3.9796287839472555)	(60, 4.87211717523901)	(62, 6.042595443483726)	(64, 7.2625346795511)	(66, 8.617980096216431)	(68, 10.206956629014037)	(70, 12.043678866936943)	(72, 13.736222650848319)	(74, 15.728793886780112)	(76, 17.868198315349815)	(78, 20.051301917412168)	(80, 22.2275157952177)	(82, 24.342714580366554)	(84, 26.756765174837156)	(86, 28.963812954330557)	(88, 30.97776523758899)	(90, 32.95480119500263)	(92, 35.22305491824016)	(94, 37.47674861201638)	(96, 39.418874088514286)	(98, 41.337169898233626)	(100, 43.38775223070568)	(102, 45.4356321117795)	(104, 47.29436329710674)	(106, 48.87007949634856)	(108, 50.236380522867854)	(110, 51.52777058905349)	(112, 52.675081443793054)	(114, 53.78901244333822)	(116, 54.8351722217311)	(118, 55.78098440685543)	(120, 56.578524382142504)	(122, 57.34765617306316)	(124, 58.06238586150715)	(126, 58.74783135909334)	(128, 59.43059921592266)	(130, 60.029619707069536)	(132, 60.59498551745608)	(134, 61.11946148235719)	(136, 61.61136107514204)	(138, 62.043024247707)
Nac_oxy_1_2 - polya	(1, 0.02398234764853902)	(2, 0.026753505438263568)	(3, 0.028780343986946396)	(4, 0.03027279949077876)	(5, 0.031692731581381424)	(6, 0.033013421106511856)	(7, 0.03476543408927159)	(8, 0.037540408900745066)	(9, 0.04048714969092048)	(10, 0.04412095439590363)	(12, 0.04866893580975597)	(14, 0.052604285232904745)	(16, 0.056537726145179046)	(18, 0.05981082229488814)	(20, 0.0645763739484296)	(22, 0.06823880631652973)	(24, 0.07248715152309092)	(26, 0.07676794141451804)	(28, 0.08035403334763953)	(30, 0.08377599334555696)	(32, 0.08743651720278264)	(34, 0.09105314530989561)	(36, 0.09473275427586594)	(38, 0.09922920589610769)	(40, 0.10311111701477141)	(42, 0.10629069613163167)	(44, 0.10946264120499408)	(46, 0.11285597353979451)	(48, 0.11663864209298601)	(50, 0.1213965597030296)	(52, 0.12541206658290593)	(54, 0.128938994678919)	(56, 0.1322006397633813)	(58, 0.13567412955490932)	(60, 0.1398766705004833)	(62, 0.14461168598003332)	(64, 0.14854894391405654)	(66, 0.16237228817781335)	(68, 0.19496965391369164)	(70, 0.21684118853507134)	(72, 0.21975739315125528)	(74, 0.22266787223481585)	(76, 0.22538750023092982)	(78, 0.22800788566157154)	(80, 0.23041451787427308)	(82, 0.2326837373040131)	(84, 0.23495486524462758)	(86, 0.23710957402189964)	(88, 0.23933108067977799)	(90, 0.24158121500077334)	(92, 0.24352598758185412)	(94, 0.2456577942286326)	(96, 0.24750904977686455)	(98, 0.24941946916220495)	(100, 0.2515970800699706)	(102, 0.25374988033636814)	(104, 0.2559866550812423)	(106, 0.2577749297706169)	(108, 0.2597674151235593)	(110, 0.26141446000822344)	(112, 0.26321227725197033)	(114, 0.26520285409403827)	(116, 0.2673422947843146)	(118, 0.2694435652571016)	(120, 0.2717967591653181)	(122, 0.2744362297047045)	(124, 0.27726273430978854)	(126, 0.2801636708389768)	(128, 0.2832287393033691)	(130, 0.2867652099537545)	(132, 0.2910402743125582)	(134, 0.29518937695364716)	(136, 0.29930985193161913)	(138, 0.3038673758998438)
Nac_oxy_1_2 - polyg	(1, 0.0024123577453249497)	(2, 0.0068324689305880705)	(3, 0.009897537394980373)	(4, 0.010607503440281702)	(5, 0.011191507767868281)	(6, 0.012267907901067071)	(7, 0.012947337772376947)	(8, 0.013455001664984886)	(9, 0.014031371949073602)	(10, 0.015140216767138313)	(12, 0.016939942521759697)	(14, 0.020716885542327795)	(16, 0.022079562306696478)	(18, 0.02391554976793271)	(20, 0.025138905238465382)	(22, 0.026373711774244843)	(24, 0.027864258767202745)	(26, 0.0295647419563519)	(28, 0.03170036562487929)	(30, 0.034217691468299866)	(32, 0.03669303007248219)	(34, 0.03901187078495831)	(36, 0.0457985354545592)	(38, 0.05675147936311924)	(40, 0.06523290168924588)	(42, 0.06934383411284552)	(44, 0.07558084765060022)	(46, 0.08295151664778769)	(48, 0.08922670040303168)	(50, 0.10056134648648492)	(52, 0.10722395794924552)	(54, 0.11328729699742382)	(56, 0.1177875656394145)	(58, 0.12407610897077978)	(60, 0.13368164420196688)	(62, 0.13832123413779357)	(64, 0.14247033677888254)	(66, 0.14689235647502014)	(68, 0.15115978679032596)	(70, 0.15436035952680532)	(72, 0.1574941343826784)	(74, 0.16098289226120216)	(76, 0.1646052459009385)	(78, 0.16879251875951679)	(80, 0.17253701709521896)	(82, 0.1775449496298176)	(84, 0.1813047160525155)	(86, 0.18491561862700506)	(88, 0.18934145534489158)	(90, 0.19483987517422796)	(92, 0.1998420821762032)	(94, 0.20440533167705127)	(96, 0.2077204150659986)	(98, 0.21096870057433964)	(100, 0.21437920950701025)	(102, 0.2171408247423625)	(104, 0.2195550909985619)	(106, 0.22205524024411227)	(108, 0.22430728307598208)	(110, 0.2263188535376692)	(112, 0.2286834985111325)	(114, 0.23096607751699377)	(116, 0.23299482457655107)	(118, 0.23576979938802456)	(120, 0.23867646144983617)	(122, 0.24151823414191595)	(124, 0.24438672598623826)	(126, 0.24653189220913796)	(128, 0.2487953861062546)	(130, 0.25087757147029693)	(132, 0.25287959937761173)	(134, 0.2546755081104841)	(136, 0.25644660620198856)	(138, 0.25817762556512913)
Nac_oxy_2_1 - illumina_universal_adapter	(1, 2.5982323445890056e-05)	(2, 2.5982323445890056e-05)	(3, 4.330387240981676e-05)	(4, 0.0001082596810245419)	(5, 0.0001255812299884686)	(6, 0.0002511624599769372)	(7, 0.00026415362169988227)	(8, 0.0002901359451457723)	(9, 0.00030745749410969903)	(10, 0.0003399353984170616)	(12, 0.00040705640065227756)	(14, 0.0005586199540866363)	(16, 0.0007989564459611194)	(18, 0.0010371277442151115)	(20, 0.0013164377212584294)	(22, 0.0016282256026091103)	(24, 0.0021435416842859297)	(26, 0.0030464274240306092)	(28, 0.0047655911587003354)	(30, 0.00736165830966885)	(32, 0.010899584685550879)	(34, 0.015643523908046304)	(36, 0.021812160532824705)	(38, 0.030912469319747695)	(40, 0.045113974276547106)	(42, 0.06589117225877719)	(44, 0.09117846855248968)	(46, 0.12190689641449566)	(48, 0.16953899087167362)	(50, 0.24385276631416014)	(52, 0.3420074887118713)	(54, 0.4591834370655945)	(56, 0.5949107643596832)	(58, 0.7652054078049081)	(60, 0.9924273219200781)	(62, 1.2810454663378863)	(64, 1.6129371704548245)	(66, 1.9907959351347833)	(68, 2.4033064585170774)	(70, 2.8644753781326617)	(72, 3.382571568418191)	(74, 3.9670222823972834)	(76, 4.589920339495431)	(78, 5.238924136075837)	(80, 5.927211040512808)	(82, 6.66865994391369)	(84, 7.472178452833184)	(86, 8.307453856584416)	(88, 9.1617548166789)	(90, 10.03344011635231)	(92, 11.002974846122937)	(94, 12.0570040917396)	(96, 13.122651766323816)	(98, 14.21210141437809)	(100, 15.31587165303829)	(102, 16.439215242027725)	(104, 17.606419158187443)	(106, 18.79843402804437)	(108, 19.995675675301158)	(110, 21.18464195254043)	(112, 22.38039394658632)	(114, 23.64848289429919)	(116, 24.95282584399356)	(118, 26.26901456798563)	(120, 27.529074977753716)	(122, 28.79642775963562)	(124, 30.140138259737753)	(126, 31.491795020427084)	(128, 32.80786032838279)	(130, 34.077053524842114)	(132, 35.33700567492917)	(134, 36.62764294900583)	(136, 37.93988235983413)	(138, 39.230123403478245)
