Module	Section	Sample Name	Source
Samtools	idxstats	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/126/Nac_Sal_2.sorted.bam.idxstats
Samtools	idxstats	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/254/Nac_Sal_3.markdup.sorted.bam.idxstats
Samtools	idxstats	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/115/Nac_Sal_4.sorted.bam.idxstats
Samtools	idxstats	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/248/Nac_Sal_5.markdup.sorted.bam.idxstats
Samtools	idxstats	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/124/Nac_Sal_6.sorted.bam.idxstats
Samtools	idxstats	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/121/Nac_Sal_7.sorted.bam.idxstats
Samtools	idxstats	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/257/Nac_Sal_8.markdup.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/259/Nac_oxy_1.markdup.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/129/Nac_oxy_2.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/260/Nac_oxy_3.markdup.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/125/Nac_oxy_4.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/120/Nac_oxy_5.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/117/Nac_oxy_6.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/255/Nac_oxy_7.markdup.sorted.bam.idxstats
Samtools	idxstats	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/118/Nac_oxy_8.sorted.bam.idxstats
STAR	SummaryLog	Nac_Sal_1	/scratch/15612049/nxf.3xZ5GB01x2/109/Nac_Sal_1.Log.final.out
STAR	SummaryLog	Nac_Sal_2	/scratch/15612049/nxf.3xZ5GB01x2/106/Nac_Sal_2.Log.final.out
STAR	SummaryLog	Nac_Sal_3	/scratch/15612049/nxf.3xZ5GB01x2/113/Nac_Sal_3.Log.final.out
STAR	SummaryLog	Nac_Sal_4	/scratch/15612049/nxf.3xZ5GB01x2/100/Nac_Sal_4.Log.final.out
STAR	SummaryLog	Nac_Sal_5	/scratch/15612049/nxf.3xZ5GB01x2/103/Nac_Sal_5.Log.final.out
STAR	SummaryLog	Nac_Sal_6	/scratch/15612049/nxf.3xZ5GB01x2/102/Nac_Sal_6.Log.final.out
STAR	SummaryLog	Nac_Sal_7	/scratch/15612049/nxf.3xZ5GB01x2/104/Nac_Sal_7.Log.final.out
STAR	SummaryLog	Nac_Sal_8	/scratch/15612049/nxf.3xZ5GB01x2/112/Nac_Sal_8.Log.final.out
STAR	SummaryLog	Nac_oxy_1	/scratch/15612049/nxf.3xZ5GB01x2/114/Nac_oxy_1.Log.final.out
STAR	SummaryLog	Nac_oxy_2	/scratch/15612049/nxf.3xZ5GB01x2/110/Nac_oxy_2.Log.final.out
STAR	SummaryLog	Nac_oxy_3	/scratch/15612049/nxf.3xZ5GB01x2/108/Nac_oxy_3.Log.final.out
STAR	SummaryLog	Nac_oxy_4	/scratch/15612049/nxf.3xZ5GB01x2/105/Nac_oxy_4.Log.final.out
STAR	SummaryLog	Nac_oxy_5	/scratch/15612049/nxf.3xZ5GB01x2/107/Nac_oxy_5.Log.final.out
STAR	SummaryLog	Nac_oxy_6	/scratch/15612049/nxf.3xZ5GB01x2/99/Nac_oxy_6.Log.final.out
STAR	SummaryLog	Nac_oxy_7	/scratch/15612049/nxf.3xZ5GB01x2/111/Nac_oxy_7.Log.final.out
STAR	SummaryLog	Nac_oxy_8	/scratch/15612049/nxf.3xZ5GB01x2/101/Nac_oxy_8.Log.final.out
FastQC (raw)	all_sections	Nac_Sal_1_1	/scratch/15612049/nxf.3xZ5GB01x2/29/Nac_Sal_1_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_1_2	/scratch/15612049/nxf.3xZ5GB01x2/30/Nac_Sal_1_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_2_1	/scratch/15612049/nxf.3xZ5GB01x2/13/Nac_Sal_2_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_2_2	/scratch/15612049/nxf.3xZ5GB01x2/14/Nac_Sal_2_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_3_1	/scratch/15612049/nxf.3xZ5GB01x2/3/Nac_Sal_3_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_3_2	/scratch/15612049/nxf.3xZ5GB01x2/4/Nac_Sal_3_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_4_1	/scratch/15612049/nxf.3xZ5GB01x2/7/Nac_Sal_4_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_4_2	/scratch/15612049/nxf.3xZ5GB01x2/8/Nac_Sal_4_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_5_1	/scratch/15612049/nxf.3xZ5GB01x2/21/Nac_Sal_5_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_5_2	/scratch/15612049/nxf.3xZ5GB01x2/22/Nac_Sal_5_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_6_1	/scratch/15612049/nxf.3xZ5GB01x2/33/Nac_Sal_6_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_6_2	/scratch/15612049/nxf.3xZ5GB01x2/34/Nac_Sal_6_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_7_1	/scratch/15612049/nxf.3xZ5GB01x2/11/Nac_Sal_7_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_7_2	/scratch/15612049/nxf.3xZ5GB01x2/12/Nac_Sal_7_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_8_1	/scratch/15612049/nxf.3xZ5GB01x2/27/Nac_Sal_8_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_Sal_8_2	/scratch/15612049/nxf.3xZ5GB01x2/28/Nac_Sal_8_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_1_1	/scratch/15612049/nxf.3xZ5GB01x2/17/Nac_oxy_1_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_1_2	/scratch/15612049/nxf.3xZ5GB01x2/18/Nac_oxy_1_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_2_1	/scratch/15612049/nxf.3xZ5GB01x2/25/Nac_oxy_2_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_2_2	/scratch/15612049/nxf.3xZ5GB01x2/26/Nac_oxy_2_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_3_1	/scratch/15612049/nxf.3xZ5GB01x2/23/Nac_oxy_3_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_3_2	/scratch/15612049/nxf.3xZ5GB01x2/24/Nac_oxy_3_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_4_1	/scratch/15612049/nxf.3xZ5GB01x2/5/Nac_oxy_4_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_4_2	/scratch/15612049/nxf.3xZ5GB01x2/6/Nac_oxy_4_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_5_1	/scratch/15612049/nxf.3xZ5GB01x2/15/Nac_oxy_5_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_5_2	/scratch/15612049/nxf.3xZ5GB01x2/16/Nac_oxy_5_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_6_1	/scratch/15612049/nxf.3xZ5GB01x2/9/Nac_oxy_6_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_6_2	/scratch/15612049/nxf.3xZ5GB01x2/10/Nac_oxy_6_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_7_1	/scratch/15612049/nxf.3xZ5GB01x2/19/Nac_oxy_7_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_7_2	/scratch/15612049/nxf.3xZ5GB01x2/20/Nac_oxy_7_raw_2_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_8_1	/scratch/15612049/nxf.3xZ5GB01x2/31/Nac_oxy_8_raw_1_fastqc.zip
FastQC (raw)	all_sections	Nac_oxy_8_2	/scratch/15612049/nxf.3xZ5GB01x2/32/Nac_oxy_8_raw_2_fastqc.zip
Cutadapt	all_sections	Nac_Sal_1_1	/scratch/15612049/nxf.3xZ5GB01x2/87/Nac_Sal_1_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_1_2	/scratch/15612049/nxf.3xZ5GB01x2/88/Nac_Sal_1_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_2_1	/scratch/15612049/nxf.3xZ5GB01x2/47/Nac_Sal_2_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_2_2	/scratch/15612049/nxf.3xZ5GB01x2/48/Nac_Sal_2_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_3_1	/scratch/15612049/nxf.3xZ5GB01x2/35/Nac_Sal_3_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_3_2	/scratch/15612049/nxf.3xZ5GB01x2/36/Nac_Sal_3_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_4_1	/scratch/15612049/nxf.3xZ5GB01x2/43/Nac_Sal_4_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_4_2	/scratch/15612049/nxf.3xZ5GB01x2/44/Nac_Sal_4_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_5_1	/scratch/15612049/nxf.3xZ5GB01x2/75/Nac_Sal_5_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_5_2	/scratch/15612049/nxf.3xZ5GB01x2/76/Nac_Sal_5_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_6_1	/scratch/15612049/nxf.3xZ5GB01x2/95/Nac_Sal_6_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_6_2	/scratch/15612049/nxf.3xZ5GB01x2/96/Nac_Sal_6_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_7_1	/scratch/15612049/nxf.3xZ5GB01x2/55/Nac_Sal_7_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_7_2	/scratch/15612049/nxf.3xZ5GB01x2/56/Nac_Sal_7_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_8_1	/scratch/15612049/nxf.3xZ5GB01x2/71/Nac_Sal_8_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_Sal_8_2	/scratch/15612049/nxf.3xZ5GB01x2/72/Nac_Sal_8_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_1_1	/scratch/15612049/nxf.3xZ5GB01x2/59/Nac_oxy_1_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_1_2	/scratch/15612049/nxf.3xZ5GB01x2/60/Nac_oxy_1_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_2_1	/scratch/15612049/nxf.3xZ5GB01x2/83/Nac_oxy_2_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_2_2	/scratch/15612049/nxf.3xZ5GB01x2/84/Nac_oxy_2_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_3_1	/scratch/15612049/nxf.3xZ5GB01x2/79/Nac_oxy_3_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_3_2	/scratch/15612049/nxf.3xZ5GB01x2/80/Nac_oxy_3_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_4_1	/scratch/15612049/nxf.3xZ5GB01x2/39/Nac_oxy_4_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_4_2	/scratch/15612049/nxf.3xZ5GB01x2/40/Nac_oxy_4_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_5_1	/scratch/15612049/nxf.3xZ5GB01x2/63/Nac_oxy_5_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_5_2	/scratch/15612049/nxf.3xZ5GB01x2/64/Nac_oxy_5_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_6_1	/scratch/15612049/nxf.3xZ5GB01x2/51/Nac_oxy_6_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_6_2	/scratch/15612049/nxf.3xZ5GB01x2/52/Nac_oxy_6_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_7_1	/scratch/15612049/nxf.3xZ5GB01x2/67/Nac_oxy_7_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_7_2	/scratch/15612049/nxf.3xZ5GB01x2/68/Nac_oxy_7_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_8_1	/scratch/15612049/nxf.3xZ5GB01x2/91/Nac_oxy_8_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	Nac_oxy_8_2	/scratch/15612049/nxf.3xZ5GB01x2/92/Nac_oxy_8_trimmed_2.fastq.gz_trimming_report.txt
FastQC (trimmed)	all_sections	Nac_Sal_1_1	/scratch/15612049/nxf.3xZ5GB01x2/89/Nac_Sal_1_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_1_2	/scratch/15612049/nxf.3xZ5GB01x2/90/Nac_Sal_1_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_2_1	/scratch/15612049/nxf.3xZ5GB01x2/49/Nac_Sal_2_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_2_2	/scratch/15612049/nxf.3xZ5GB01x2/50/Nac_Sal_2_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_3_1	/scratch/15612049/nxf.3xZ5GB01x2/37/Nac_Sal_3_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_3_2	/scratch/15612049/nxf.3xZ5GB01x2/38/Nac_Sal_3_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_4_1	/scratch/15612049/nxf.3xZ5GB01x2/45/Nac_Sal_4_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_4_2	/scratch/15612049/nxf.3xZ5GB01x2/46/Nac_Sal_4_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_5_1	/scratch/15612049/nxf.3xZ5GB01x2/77/Nac_Sal_5_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_5_2	/scratch/15612049/nxf.3xZ5GB01x2/78/Nac_Sal_5_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_6_1	/scratch/15612049/nxf.3xZ5GB01x2/97/Nac_Sal_6_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_6_2	/scratch/15612049/nxf.3xZ5GB01x2/98/Nac_Sal_6_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_7_1	/scratch/15612049/nxf.3xZ5GB01x2/57/Nac_Sal_7_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_7_2	/scratch/15612049/nxf.3xZ5GB01x2/58/Nac_Sal_7_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_8_1	/scratch/15612049/nxf.3xZ5GB01x2/73/Nac_Sal_8_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_Sal_8_2	/scratch/15612049/nxf.3xZ5GB01x2/74/Nac_Sal_8_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_1_1	/scratch/15612049/nxf.3xZ5GB01x2/61/Nac_oxy_1_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_1_2	/scratch/15612049/nxf.3xZ5GB01x2/62/Nac_oxy_1_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_2_1	/scratch/15612049/nxf.3xZ5GB01x2/85/Nac_oxy_2_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_2_2	/scratch/15612049/nxf.3xZ5GB01x2/86/Nac_oxy_2_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_3_1	/scratch/15612049/nxf.3xZ5GB01x2/81/Nac_oxy_3_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_3_2	/scratch/15612049/nxf.3xZ5GB01x2/82/Nac_oxy_3_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_4_1	/scratch/15612049/nxf.3xZ5GB01x2/41/Nac_oxy_4_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_4_2	/scratch/15612049/nxf.3xZ5GB01x2/42/Nac_oxy_4_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_5_1	/scratch/15612049/nxf.3xZ5GB01x2/65/Nac_oxy_5_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_5_2	/scratch/15612049/nxf.3xZ5GB01x2/66/Nac_oxy_5_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_6_1	/scratch/15612049/nxf.3xZ5GB01x2/53/Nac_oxy_6_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_6_2	/scratch/15612049/nxf.3xZ5GB01x2/54/Nac_oxy_6_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_7_1	/scratch/15612049/nxf.3xZ5GB01x2/69/Nac_oxy_7_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_7_2	/scratch/15612049/nxf.3xZ5GB01x2/70/Nac_oxy_7_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_8_1	/scratch/15612049/nxf.3xZ5GB01x2/93/Nac_oxy_8_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	Nac_oxy_8_2	/scratch/15612049/nxf.3xZ5GB01x2/94/Nac_oxy_8_trimmed_2_val_2_fastqc.zip
